   1.46382E-08  3.10239E-14  1.58100E-11
   3.67742E-08  1.51809E-13  3.97200E-11
   9.23403E-08  7.18770E-13  9.97600E-11
   2.32023E-07  3.28852E-12  2.50600E-10
   5.82849E-07  1.44752E-11  6.29400E-10
   1.46382E-06  6.09178E-11  1.58100E-09
   3.67798E-06  2.44227E-10  3.97200E-09
   4.62986E-06  3.28417E-10  5.00000E-09
   9.23962E-06  8.96126E-10  9.97600E-09
   1.84346E-05  2.39359E-09  1.99000E-08
   3.67854E-05  6.28227E-09  3.97200E-08
   7.34145E-05  1.62617E-08  7.92400E-08
   1.46494E-04  4.16905E-08  1.58100E-07
   1.84457E-04  5.45668E-08  1.99000E-07
   2.92374E-04  1.01727E-07  3.15500E-07
   4.63432E-04  1.89158E-07  5.00000E-07
   5.83408E-04  2.57849E-07  6.29400E-07
   7.34703E-04  3.14482E-07  7.92400E-07
   9.25078E-04  4.28394E-07  9.97600E-07
   1.46606E-03  7.94328E-07  1.58100E-06
   2.32470E-03  1.47130E-06  2.50600E-06
   3.68524E-03  2.72398E-06  3.97200E-06
   4.64046E-03  3.53573E-06  5.00000E-06
   5.83966E-03  4.80974E-06  6.29400E-06
   7.35820E-03  6.54455E-06  7.92400E-06
   9.30699E-03  8.94234E-06  9.97600E-06
   2.94749E-02  3.73626E-05  3.15500E-05
   9.33504E-02  1.62690E-04  9.97600E-05
   1.48104E-01  2.80500E-04  1.58100E-04
   2.41174E-01  4.90314E-04  2.57200E-04
   3.70821E-01  5.71098E-04  3.95100E-04
   6.70956E-01  7.64082E-04  7.14300E-04
   4.70653E+00  7.86935E-03  5.00000E-03
   9.42222E+00  1.62059E-02  1.00000E-02
   1.41439E+01  2.93320E-02  1.50000E-02
   1.88705E+01  4.52964E-02  2.00000E-02
   2.36015E+01  6.35923E-02  2.50000E-02
   2.83363E+01  8.40158E-02  3.00000E-02
   3.30747E+01  1.06483E-01  3.50000E-02
   3.78165E+01  1.30973E-01  4.00000E-02
   4.25615E+01  1.57508E-01  4.50000E-02
   4.73095E+01  1.86135E-01  5.00000E-02
   5.20605E+01  2.16916E-01  5.50000E-02
   5.68144E+01  2.49931E-01  6.00000E-02
   6.15712E+01  2.85265E-01  6.50000E-02
   6.63308E+01  3.23012E-01  7.00000E-02
   7.10931E+01  3.63272E-01  7.50000E-02
   7.58583E+01  4.05507E-01  8.00000E-02
   9.46940E+01  7.84770E-01  1.00000E-01
   1.13830E+02  1.25010E+00  1.20000E-01
   1.33070E+02  1.87670E+00  1.40000E-01
   1.52400E+02  2.68280E+00  1.60000E-01
   1.71850E+02  3.72280E+00  1.80000E-01
   1.91420E+02  5.04790E+00  2.00000E-01
   2.11150E+02  6.70750E+00  2.20000E-01
   2.31040E+02  8.75090E+00  2.40000E-01
   2.51120E+02  1.12270E+01  2.60000E-01
   2.71410E+02  1.41860E+01  2.80000E-01
   2.91930E+02  1.76770E+01  3.00000E-01
   3.12700E+02  2.17480E+01  3.20000E-01
   3.33740E+02  2.64470E+01  3.40000E-01
   3.55070E+02  3.18220E+01  3.60000E-01
   3.76730E+02  3.79160E+01  3.80000E-01
   3.98720E+02  4.47680E+01  4.00000E-01
   4.21080E+02  5.24110E+01  4.20000E-01
   4.43810E+02  6.08700E+01  4.40000E-01
   4.66960E+02  7.01640E+01  4.60000E-01
   4.90520E+02  8.03030E+01  4.80000E-01
   5.14520E+02  9.12900E+01  5.00000E-01
   5.38980E+02  1.03120E+02  5.20000E-01
   5.63910E+02  1.15790E+02  5.40000E-01
   5.89330E+02  1.29270E+02  5.60000E-01
   6.15240E+02  1.43570E+02  5.80000E-01
   6.41660E+02  1.58650E+02  6.00000E-01
   6.68590E+02  1.74500E+02  6.20000E-01
   6.96050E+02  1.91100E+02  6.40000E-01
   7.24030E+02  2.08440E+02  6.60000E-01
   7.52560E+02  2.26500E+02  6.80000E-01
   7.81620E+02  2.45260E+02  7.00000E-01
   8.11230E+02  2.64710E+02  7.20000E-01
   8.41390E+02  2.84830E+02  7.40000E-01
   8.72110E+02  3.05620E+02  7.60000E-01
   9.03380E+02  3.27050E+02  7.80000E-01
   9.35200E+02  3.49120E+02  8.00000E-01
   9.67590E+02  3.71820E+02  8.20000E-01
   1.00050E+03  3.95140E+02  8.40000E-01
   1.03400E+03  4.19070E+02  8.60000E-01
   1.06810E+03  4.43610E+02  8.80000E-01
   1.10280E+03  4.68740E+02  9.00000E-01
   1.13800E+03  4.94460E+02  9.20000E-01
   1.17370E+03  5.20770E+02  9.40000E-01
   1.21010E+03  5.47660E+02  9.60000E-01
   1.24700E+03  5.75120E+02  9.80000E-01
   1.28440E+03  6.03150E+02  1.00000E+00
   1.32250E+03  6.31750E+02  1.02000E+00
   1.36110E+03  6.60910E+02  1.04000E+00
   1.40020E+03  6.90620E+02  1.06000E+00
   1.44000E+03  7.20890E+02  1.08000E+00
   1.48030E+03  7.51710E+02  1.10000E+00
   1.52110E+03  7.83080E+02  1.12000E+00
   1.56260E+03  8.14980E+02  1.14000E+00
   1.60450E+03  8.47440E+02  1.16000E+00
   1.64710E+03  8.80420E+02  1.18000E+00
   1.69020E+03  9.13950E+02  1.20000E+00
   1.73390E+03  9.48000E+02  1.22000E+00
   1.77820E+03  9.82590E+02  1.24000E+00
   1.82300E+03  1.01770E+03  1.26000E+00
   1.86830E+03  1.05330E+03  1.28000E+00
   1.91430E+03  1.08950E+03  1.30000E+00
   1.96080E+03  1.12620E+03  1.32000E+00
   2.00780E+03  1.16340E+03  1.34000E+00
   2.05540E+03  1.20110E+03  1.36000E+00
   2.10360E+03  1.23940E+03  1.38000E+00
   2.15230E+03  1.27810E+03  1.40000E+00
   2.20160E+03  1.31740E+03  1.42000E+00
   2.25140E+03  1.35710E+03  1.44000E+00
   2.30180E+03  1.39740E+03  1.46000E+00
   2.35280E+03  1.43820E+03  1.48000E+00
   2.40430E+03  1.47950E+03  1.50000E+00
   2.45640E+03  1.52130E+03  1.52000E+00
   2.50900E+03  1.56350E+03  1.54000E+00
   2.56210E+03  1.60630E+03  1.56000E+00
   2.61590E+03  1.64960E+03  1.58000E+00
   2.67010E+03  1.69340E+03  1.60000E+00
   2.72490E+03  1.73770E+03  1.62000E+00
   2.78030E+03  1.78240E+03  1.64000E+00
   2.83620E+03  1.82770E+03  1.66000E+00
   2.89270E+03  1.87340E+03  1.68000E+00
   2.94970E+03  1.91960E+03  1.70000E+00
   3.00730E+03  1.96640E+03  1.72000E+00
   3.06540E+03  2.01360E+03  1.74000E+00
   3.12400E+03  2.06120E+03  1.76000E+00
   3.18320E+03  2.10940E+03  1.78000E+00
   3.24300E+03  2.15800E+03  1.80000E+00
   3.30320E+03  2.20710E+03  1.82000E+00
   3.36410E+03  2.25670E+03  1.84000E+00
   3.42540E+03  2.30680E+03  1.86000E+00
   3.48730E+03  2.35730E+03  1.88000E+00
   3.54980E+03  2.40840E+03  1.90000E+00
   3.61280E+03  2.45980E+03  1.92000E+00
   3.67630E+03  2.51180E+03  1.94000E+00
   3.74040E+03  2.56420E+03  1.96000E+00
   3.80500E+03  2.61710E+03  1.98000E+00
   3.87010E+03  2.67040E+03  2.00000E+00
   3.93580E+03  2.72420E+03  2.02000E+00
   4.00200E+03  2.77850E+03  2.04000E+00
   4.06870E+03  2.83320E+03  2.06000E+00
   4.13600E+03  2.88840E+03  2.08000E+00
   4.20380E+03  2.94400E+03  2.10000E+00
   4.27210E+03  3.00010E+03  2.12000E+00
   4.34100E+03  3.05660E+03  2.14000E+00
   4.41040E+03  3.11360E+03  2.16000E+00
   4.48030E+03  3.17110E+03  2.18000E+00
   4.55080E+03  3.22900E+03  2.20000E+00
   4.62180E+03  3.28730E+03  2.22000E+00
   4.69330E+03  3.34610E+03  2.24000E+00
   4.76530E+03  3.40530E+03  2.26000E+00
   4.83790E+03  3.46500E+03  2.28000E+00
   4.91100E+03  3.52510E+03  2.30000E+00
   4.98460E+03  3.58560E+03  2.32000E+00
   5.05880E+03  3.64660E+03  2.34000E+00
   5.13340E+03  3.70800E+03  2.36000E+00
   5.20860E+03  3.76990E+03  2.38000E+00
   5.28430E+03  3.83220E+03  2.40000E+00
   5.36060E+03  3.89490E+03  2.42000E+00
   5.43730E+03  3.95800E+03  2.44000E+00
   5.51460E+03  4.02160E+03  2.46000E+00
   5.59240E+03  4.08560E+03  2.48000E+00
   5.67070E+03  4.15000E+03  2.50000E+00
   5.74950E+03  4.21490E+03  2.52000E+00
   5.82890E+03  4.28020E+03  2.54000E+00
   5.90870E+03  4.34580E+03  2.56000E+00
   5.98910E+03  4.41200E+03  2.58000E+00
   6.07000E+03  4.47850E+03  2.60000E+00
   6.15140E+03  4.54540E+03  2.62000E+00
   6.23330E+03  4.61280E+03  2.64000E+00
   6.31570E+03  4.68060E+03  2.66000E+00
   6.39860E+03  4.74880E+03  2.68000E+00
   6.48210E+03  4.81740E+03  2.70000E+00
   6.56600E+03  4.88640E+03  2.72000E+00
   6.65050E+03  4.95580E+03  2.74000E+00
   6.73550E+03  5.02560E+03  2.76000E+00
   6.82090E+03  5.09580E+03  2.78000E+00
   6.90690E+03  5.16640E+03  2.80000E+00
   6.99340E+03  5.23750E+03  2.82000E+00
   7.08040E+03  5.30890E+03  2.84000E+00
   7.16790E+03  5.38070E+03  2.86000E+00
   7.25590E+03  5.45290E+03  2.88000E+00
   7.34440E+03  5.52550E+03  2.90000E+00
   7.43340E+03  5.59850E+03  2.92000E+00
   7.52290E+03  5.67190E+03  2.94000E+00
   7.61300E+03  5.74570E+03  2.96000E+00
   7.70350E+03  5.81990E+03  2.98000E+00
